XX,text
VAN_DOREN_D_2020_INSTITUTIONAL_WORK_IN_DIV,"literature on sustainability transitions advocates the institutionalisation of niche innovations and assigns an important role for institutional work in this respect. previous work has conceptually and empirically substantiated a range of strategies that institutional entrepreneurs perform. however, little is known about how institutional entrepreneurs engage differently in institutional strategies across different dynamic niche contexts. we distinguish between four different niche contexts: market-based niche development, market-based regime transformation, community-based niche development and community-based regime transformation. this typology is then conceptually combined with theory on institutional entrepreneurship and institutional work to examine the diverse agential processes of institutional change through which actors shape and transform their institutional environments. the usefulness of this framework is explored in an analysis of the low-carbon building stock in the netherlands. the analysis demonstrates that the framework offers a comprehensive approach to examine variety in the arsenal of strategies of institutional work across different contexts. elsevier b.v."
SILLAK_S_2020_GLOBAL_PRESSURES_VS_LOCA,"existing literature on energy transitions lacks a systematic account of how the destabilization of incumbent carbon-intensive industries is influenced by their socio-spatial embeddedness on regional, national and global scales. this might result in overestimating the potential for reorientation in old industrial regions. combining the dialectic issue lifecycle (dilc) model with insights from the geography of transitions, we analyse the destabilization of the estonian oil shale industry in response to climate change between and . the findings show that the embeddedness of the industry on regional and national scales, reproduced by a number of different strategies, has served as a vital source of restabilization in the face of global destabilizing pressures. policies aimed at redirecting incumbent unsustainable industries need to start from disembedding them from their socio-spatial ties. elsevier b.v."
KANGER_L_2020_NEGLECTED_SYSTEMS_AND_THE,"the new sustainability transitions research network agenda (khler et al., ) is an ambitious attempt to establish the frontiers of transitions studies. in this comment i propose two ways to broaden it in terms of thematic focus and the role of theory. elsevier b.v."
ANTAL_M_2019_HOW_THE_REGIME_HAMPERED_A,"with respect to wind and solar electricity, hungary is a laggard in the european union. key geographical and economic factors fail to explain this. using the multi-level framework, i rely on technological and policy documents, expert interviews, and more than news pieces to better understand why the breakthrough of wind and solar energy has not happened yet. i show why the nuclear industry and the government, understood as one regime, could respond to niche developments and landscape changes. early actions by the regime, limited media discussions, weak landscape pressures, and various mechanisms that characterize illiberal states were responsible for this. while motivations of the regime are not disclosed, potential reasons for the broad energy policy directions are discussed. the article highlights socio-political aspects of the compatibility of nuclear energy and renewables, and calls attention to differences between liberal and illiberal states in both transition processes and their analysis. the author"
BHAMIDIPATI_PL_2019_AGENCY_IN_TRANSITION_THE,"while the sustainability transitions literature has highlighted the importance of agency in technological change, there is still limited understanding of the role of transnational actors, such as development agencies, which tend to be key drivers of energy transitions in low-income countries. this paper aims to fill this gap by investigating the role of transnational actors in the development of off-grid solar pv regime in uganda, from the early s to . specifically, we develop a typology of transnational actors and examine their roles in mobilizing the flow of knowledge, capital and technology towards shaping the country's off-grid solar pv rural electrification regime. by discussing the pivotal role of foreign actors, their underlying motives and their shifting importance over time, the paper demonstrates empirically the highly transnational nature of regime development. in doing so, we contribute to the academic literature on actor-oriented determinants in sustainability transitions, as applied to low-income countries. elsevier b.v."
BECKER_SL_2018_REGIME_PRESSURES_AND_ORGA,"we explore how applying for and maintaining a legal form of organization exposes community-based initiatives (cbis) to pressures with the potential to shape them. using grounded theory and the multi-level perspective, we found that there are two types of pressures through which regimes influence cbis associated with legal forms of organization: resource dependence and coercive isomorphism. these pressures come in the form of barriers which push and prevent cbis in the process of acquiring and maintaining a legal organizational form. cbis resist and work to overcome the pressures using social capital, internal agreements, citizen financing, and umbrella organizations. this knowledge contributes to the understanding of how regimes resist and create barriers to innovations, how cbis cope with this regime resistance, and has implications for the design of instruments for purposeful transitions. elsevier b.v."
HOGARTH_JR_2017_EVOLUTIONARY_MODELS_OF_SU,"this paper examines the historical drivers and barriers of three mitigation actions in brazil: the expansion of no-till agriculture, reduction of deforestation, and increased displacement of gasoline with ethanol. the characteristics of these three economic changes align with evolutionary economic theories rather than neoclassical or environmental economics. despite its cost-effectiveness, diffusion of no-till agriculture was contingent on social learning and flows of information within the agricultural regime. brazil's success in reducing deforestation rates was driven not by policies that changed the microeconomic calculation of farmers, but by command-and-control policies on deforestation enabled through landscape shifts. brazil's ethanol biofuels industry emerged due to both niche level innovation of ethanol production systems and pure-ethanol vehicles, and shifts at the landscape level that enabled mandated fuel blends, public procurement programmes, and public investment in r-and-d. these three economic changes correspond with the categories of reproduction, transformation and transition, respectively."
MAES_D_2017_AN_AGENT_BASED_MODEL_OF_F,"transition projects have been implemented for flemish agriculture since , but these did not enable a transformation of the agricultural sector. this paper looks at pre-transition scenarios that have been collectively designed by stakeholders of the agricultural sector in . these foresaw decreases in the regional animal stocks in flanders. however, the real evolution of the sector did not reveal such a decrease. it is assumed that the individual adaptive behaviour of farmers can explain the unexpected stability of the flemish agricultural sector. a detailed agent-based model has been built to replicate the past evolution, accounting for structural diversity of farmers, heterogeneity in behaviour, and natural resource constraints. the results indicate that different forms of rigidity in the individual behaviour of farmers slow down the adaptation of the agricultural sector. future transition scenarios should account for these elements in order not to overestimate the speed of change in the sector. elsevier b.v."
SDERHOLM_K_2013_GOVERNING_SOCIO_TECHNICAL,"two historical case studies are examined which address the role of public policy with respect to an important socio-technical transition of the first half of the th century from a swedish perspective, with clear implications for the environment and sustainability: the expansion of centralized public water and sewer systems (wss). this was carried out in the presence of significant government intervention in terms of both financial, legislative and consultative means, and involved changing norms about health and welfare in the swedish society. the analysis indicates that the cocktail of diverse governmental initiatives seems to have worked in favour for the socio-technical transition, and that this was in large due to the way government made the transition-related uncertainties and costs move from the local to the regional and national level. elsevier b.v. all rights reserved."
HANSMEIER_H_2021_TOWARDS_METHODOLOGICAL_DI,"the sustainability transitions research field continues to broaden rapidly, engaging scholars from a wide variety of disciplinary backgrounds. as highlighted in the strn research agenda, transitions research relies on a broad range of methodological approaches; yet the methodological diversity of transitions studies has remained somewhat limited. in this article, we investigate if this verdict still applies to transition studies published since . while our findings suggest that the recent literature became methodologically more diverse especially with regard to theoretical frameworks and research questions, other methodological dimensions continue to suggest a lack of diversity. based on our literature review we propose three particularly promising areas for further diversifying future research on socio-technical transitions towards sustainability: theoretical bridging, novel methods, and multi-scalarity across multiple sectors."
FJELLS_IF_2021_JUSTICE_ASPECTS_OF_FLEXIB,"as energy transitions advance through the introduction of renewable energy production and new types of energy demands, expectations for more flexible electricity consumption has risen on agendas among system designers and scholars. social scientists have followed this development through studies of technological visions and users of new flexibility techniques (e.g. demand-side management, pricing, storage). based on interviews with electricity systems developers and householders in norway this article complements this body of scholarship and relates it to emerging themes in sustainability transitions research. we focus on end-user flexibility and operationalize the new concept of flexibility capital, developed within energy justice literature, to examine different framings of flexibility. the research examines how some householders have more capability of being flexible than others. furthermore, we show how consumer understandings of flexibility are embedded in everyday life, and differs from systems developers, who primarily understands flexibility as acting economically rational and making cost-conscious decisions. the authors"
TURNHEIM_B_2020_EXPLORING_THE_ROLE_OF_FAI,"in this paper, we offer a comprehensive and interdisciplinary review of failure in transitions research. what is meant by failure, and is the community biased against it? how is failure explained through different perspectives? how can failures be addressed more appropriately in transitions studies? we synthesize a large body of evidence spanning transitions studies, innovation studies, science and technology studies, organisation and management studies, policy studies and the history of technology to probe and sharpen these questions. we examine within these literatures the instances and possibilities of success with transitions and discuss why this may be problematic, organising our analysis around four types of bias (selection, cognitive, interpretive, and prescription). in addition, we review three families of framings of failure put forward in and around the socio-technical transitions literature, notably discrete failure events, systemic failings and processual accounts of failure, and discuss how they can be constructively put to work. the author(s)"
ZHANG_F_2020_LEADERS_AND_FOLLOWERS_IN,"access to finance is a well-recognized barrier to scaling up renewable energy. using the case studies of germany and china, this research explores how governments spur renewable energy deployment by examining the availability, costs, and modes of financing. it compares the major financiers, their interactions, and government policy instruments, around renewable financing in both countries. the research concludes that finance mobilization should begin with actors who are willing to be patient and who are responsive to policies. finance is easier to mobilize when pre-existing and strong relationships between lenders and borrowers are leveraged. it concludes that a well-designed fiscal subsidy policy together with a national development bank aiming to level the playing field is the key to open the door for the participation of decentralized actors in germany, whereas a flawed fiscal subsidy policy and the pick-winner strategy of a national development bank advances big players in china. elsevier b.v."
YOUNG_J_2020_FOSTERING_A_LOCAL_ENERGY,"we explore the conditions critical for the enactment of ambitious local energy transition in a post-socialist renewable energy policy environment that constrains local initiatives. we analyse the island of krk (croatia) as a unique case of shared vision of % renewable energy in post-socialist countries. we apply kingdon's multiple-streams approach to advance the understanding of policy change in transitions literature by examining problem, policy and political streams. we investigate the political and policy landscape, multidimensional roles and interactions of key actors, and the governance mode. the underlying mechanism consists of the island community's common interest tourism, unprecedented political stability, and synchronized policy actions by the local self-governments, where the public utility inspires policy entrepreneurs to pursue new niches and policy proposals. a novel, inclusive and horizontal governance mode focused on island-level steering secures high-level support for new policy initiatives through coordination and a sense of co-creation and co-ownership. elsevier b.v."
EDGE_S_2020_SHIFTING_GEARS_ON_SUSTAIN,"car-centric transportation systems are widely regarded as unsustainable. e-bikes are an emerging technology with potential to strengthen sustainability transitions. little is known about the role of governance stakeholders in shaping e-bike technology uptake/rejection. this qualitative study draws upon theories of socio-technical transitions, disruptive technology and strategic niche management to interrogate transportation governance stakeholders perceptions towards e-bikes and related prospects or barriers to enhancing sustainability in canada's most populated, congested city. e-bikes possess niche benefits that help encourage socio-technical shift away from cars. yet their greatest potential in strengthening transition pathways may be their ability to enhance seamless, multi-modal transportation through incorporation into transit hubs and shared mobility systems. e-bikes also pose negative disruptions that undermine their uptake. the range of models on the market warrant greater regulatory distinction according to unique characteristics and hazards. e-bike governance requires further coordination, and decision-makers need more data on usage patterns and modal displacement. elsevier b.v."
ISAKSSON_K_2020_INSTITUTIONAL_CAPACITY_TO,"this study explores the local municipality as an important arena for developing and implementing initiatives for a transition to long-term sustainable development. it focuses on institutional conditions that support the integration of radical, transition-oriented perspectives and ideas (i.e. perspectives stressing the need for changed social power relations and other norms and visions for the future,) in local governance, with a specific focus on small municipalities. inspired by transition literature and theory on institutional capacity, the paper explores frames of reference, relational resources, and mobilisation capacity. empirically, the paper builds on research in two small municipalities in sweden, where we studied documents on policy for local development, and energy and land-use planning, and carried out qualitative interviews with politicians, planners, and actors from local industry and civil society. the study provides a rich empirical illustration of specific conditions that affect the possibilities to work with transition-oriented perspectives in small municipalities."
WENG_W_2020_LANDSCAPE_MATTERS_INSIGH,"mega-droughts can cause disruption to the affected society sparking a transition. we explore the causes and effects of the mega-drought in colombia. using the multi-level perspective as a framework, we found that the mega-drought sparked an energy transition in colombia whose dynamics were impacted both by the institutionalization of niches as well as the ability to predict the next drought. we were able to trace, using the current understanding of anthropogenic forces, the cause of the mega-drought to socio-technical landscape development influenced by human-induced warming and land use change. we found that the regimes in bolivia and brazil were able to influence the landscape through deforestation, and hence contribute to the intensity of a mega-drought in colombia. the knowledge that a regime can cause disruption in regimes in other geographies and sectors has implications for transition research as well as decision-making for coping with droughts and other disasters."
VIHEMKI_H_2020_INTERMEDIARIES_TO_ACCELER,"intermediaries can potentially help reduce institutional lock-ins that slow down sustainability transitions by influencing policy processes, because of their connectedness and often high level of legitimacy. in this paper, we analysed intermediaries seeking to accelerate the diffusion of wooden multi-storey construction (wmc) in finland, their roles and engagement in policy processes. increasing the use of wood in construction has high policy support nationally, backed up with climate and forest policies. yet, market diffusion has been slow. the data consist of qualitative interviews of intermediaries and other actors, participatory observation and a review of secondary materials. the results reveal a complex set of intermediaries, including systemic, niche and regime-based ones. the intermediaries are characterised by multiple goals, partly over-lapping roles and means of policy influencing. the low degree of coordination among the intermediaries and the differences in their agenda for transition are critical challenges which limit the effectiveness of their actions. the authors"
KIVIMAA_P_2020_INTERMEDIARIES_IN_ACCELER,"sociotechnical transitions are complex processes that imply far-reaching technological, institutional and cultural changes. transition intermediaries have emerged as potentially powerful actors and entities to speed up transitions. as much previous literature on intermediaries in transitions has focused on emergence, in this special issue, we focus on intermediaries in the acceleration phase of transitions. the contributions address different domains, with specific focus on different parts of the energy production and consumption system. the contributions cover three themes: intermediary actors in the diffusion of new solutions, in policy change, and systemic intermediaries. we end by making three observations regarding intermediation in the acceleration of sustainability transitions: new types of stakeholders coming into transition processes requiring new forms of intermediation; contestation and tensions becoming stronger, creating new challenges for intermediaries, and; potential confusion within intermediary actors. elsevier b.v."
"NAIDOO_CP_2020_RELATING_FINANCIAL_SYSTEM","the paris climate agreement, sustainable development goals and addis ababa action agenda call for the financial system to be consistent and integrated in its response to the sustainability and climate breakdown. sustainability transitions research (str) and orthodox finance literature are failing to engage with these calls. this paper offers three contributions to address this issue. firstly, it scopes the sustainability-related finance literature and finds broad but fragmented research strands with limited critical analysis and little cross-engagement with str. secondly, the paper draws on insights from str and international climate and sustainable development agreements to propose a transition demand framework that characterises the explicit demands that sustainability transitions place on the financial system (understood as intermediaries, markets and infrastructure). thirdly, the paper considers essential design features for financial systems to meet the specific demands of sustainability transitions and identifies critical questions for broadening research in this area. elsevier b.v."
KESTER_J_2020_BETWEEN_HOPE_HYPE_AND_H,"conceptualizations and articulations of the future play a persistent and important role in discussions about technology adoption and the broader domain of sustainability transitions. the sociology of expectations, part of the transitions and science and technology studies literature, specifically focusses on the performative role that desirable expectations play in the development and marketing of a technology. in this paper we argue that these insights can be coupled with the performative role of undesirable futures, as outlined by critical security studies. based on a qualitative diffractive reading of these twin literatures we argue that the performativity around desired and undesired futures follows distinct yet complementary logics. our reading highlights that a focus on expectations alone does not fully explain the initiation and success of a sustainable innovation, nor that a focus on undesired futures fully explains the acceptance of security claims. the paper exemplifies these insights with a reflection on electric vehicle development. the authors"
SCHOLZ_G_2020_A_SOCIAL_LEARNING_AND_TRA,"the agricultural sector of the western cape is highly affected by climate change and thus requires fundamental change to move to a more resilient path. we analyze the development of a climate change plan to obtain a better understanding of what is needed to make such a strategic intervention meaningful in terms facilitating a sustainability transition. we use the concept of transition arena to understand how group composition and processes facilitated or hindered structural change, and apply social learning theory to uncover learning processes and outcomes for whether capacity and momentum for moving towards a more climate resilient sector were created. commitment on the part of project members created trust in the project and vice versa, while the ongoing involvement of governmental actors was key for creating capacities and commitment for change. the limited participation of niche actors may have hampered the ability to identify more innovative development pathways. elsevier b.v."
SAWULSKI_J_2019_TECHNOLOGICAL_INNOVATION,"we assess the offshore wind innovation system in poland using the technological innovation system (tis) approach. this procedure has been widely used to describe the offshore wind innovation systems in europe. however, the literature concerned european countries located at the technological frontier, while we examine this issue in a follower country, which is still waiting to deploy first offshore wind installation. the upcoming transition of energy system makes poland a promising market for renewable technologies, and the geographical location places poland as the main actor in kick-starting the offshore wind market on the baltic sea. however, in our study we identify a number of challenges for offshore wind technology deployment in poland. some of them include unpredictable public policies, limited grid infrastructure, rather poor quality of research and weak interactions between science and business. to address these issues, we propose a set of policy instruments. we also outline two main observations resulting from the tis analysis applied to a follower country. first, the formulation of an appropriate policy decision is a precondition for the adoption of a new technology in a follower country, especially in sectors such as the energy sector. second, due to the importance of imitation, we identify the relationship between entrepreneurial experimentation and knowledge exchange across geographical borders as critical for the innovation system's performance in a follower country. elsevier b.v."
LANG_L_2019_AN_ORGANIZATIONAL_VIEW_ON,"the integration of electric, shared and autonomous vehicles is shaping new forms of mobility and ultimately the future of the entire automotive industry. our study addresses the ongoing shift in values and individual customer demand that has to be met by providing innovative concepts for future transport. we call into question what challenges arise when new technological developments and complex societal changes need to be aligned in a socio-technical system. our qualitative approach is based on the use of semi-structured interviews with representatives from a traditional car manufacturer. by investigating the expectations and actions from an organizational perspective we find important predictions concerning the inevitable changes in customer behavior and organizational strategy. it becomes clear that one of the key challenges is an appropriate steering system to motivate innovation activities and enhance creativity within the organization in order to ensure long-term success in an increasingly competitive market environment. elsevier b.v."
DAI_Y_2019_POLICY_INSTRUMENT_DESIGNE,"nuclear energy development may encounter significant opposition if it is not deemed as legitimate by the general public even in an authoritarian state like china. this paper collects policy instruments designed in four nuclear stations in china, and reports both advantages as well as disadvantages of a centralised authority. at the central level, four types of policy tools are designed to win nuclear legitimacy. at local level, however, education and monitoring tools are well implemented with the help of highly centralised administrative system, while information disclosure and participation tools are only partially implemented since they need innovative reform of citizen deliberation and involvement mechanism. instead, local government and nuclear firms design various legitimacy-oriented policies such as institutionalizing nuclear into local culture and social life. however, there still lacks of effective policy design for long-term legitimacy winning in china that clearly defines the concept of the public and legitimacy. elsevier b.v."
KAMPELMANN_S_2018_CURATING_COMPLEXITY_AN_A,"this paper puts forward a curatorial approach to systems transitions, which is a novel, practical and transparent way to deal with participation in complex and conflictual contexts. we argue that the complexity of transitions cannot be adequately addressed through traditional analytical tools. alternatively, we propose an approach that can engage with multiple ways of knowing and expression, sustaining and developing a sense of meaning in the planning process. we situate this within a systems perspective that combines individual and structural actions for vision creation. this is explored in the case study of a large peri-urban asset in rome. elsevier b.v."
RAMILLER_A_2018_SCALE_LIMITS_TO_SUSTAINAB,"scale has risen to greater prominence in the study of sustainable transitions, as efforts to understand the diffusion of innovation seeks to take account of place-specific effects. long a contested concept in geography, a transdisciplinary account of scale focuses greater attention on ways in which conditions emerge as limits to transitions when considered vertically. this article advances such an account and demonstrates the importance of the approach through three case studies in denmark: the municipality and island of sams copenhagen, and the danish nation as a whole. the rise of these locales as global leaders in environmentalism obscures unsolved problems and under-emphasized caveats that in some instances appear intractable. individually, these cases raise a number of factors representing insights from different disciplinary concerns; together, the cases suggest that scale effects impose more severe constraints and even limits on the development of sustainability transitions. elsevier b.v."
HERNNDEZ_PALACIO_F_2017_A_TRANSITION_TO_A_DENSER,"this paper analyses urban densification in norway as a key element of sustainable city policies. the city is viewed as a system in which changes of material aspects, such as density, are linked with social and technological aspects. densification targets in trondheim are used as a case study to explore the main actors and factors involved in urban development. a multilevel perspective approach used in sustainability transitions studies is applied as a model to describe them. the aim is to illustrate interactions and barriers arising in the implementation of densification policies. the argument suggests that despite a shift of paradigm in planning towards sustainability, urban regimes have remained rather stable. some progress has been made, but further advancing the sustainability agenda may require new rules in the regime for example, new planning policies integrated with taxation and financial instruments, and transport regulations and a stronger emphasis on niche developments. elsevier b.v."
HOES_AC_2016_COMMUNICATING_TENSIONS_AM,"this article investigates the ways in which innovating incumbents address and deal with tensions in their daily conversations in a case of an dairy initiative aiming for sector transformation. analysis of meetings shows that innovating incumbents employ three strategies to address and deal with tensions such as concerns about the initiative's impact: voicing concerns, questioning as starting point and questioning as response. in these ways, they address tensions at the boundaries between representative and initiative and between representative and constituency. the assigned staff members of initiatives play a key role in opening up conversations on tensions. tensions among innovating incumbents are avoided in the formal meetings, but are addressed in the frequent bilateral contacts. the research adds to the understanding of the roles of incumbents in a transformation pathway, by showing how innovating incumbents in interaction question which actions contribute to a sector transformation. the author(s)"
POURI_MJ_2021_THE_DIGITAL_SHARING_ECONO,"with the diffusion of digital technologies, new forms of sharing have emerged called the sharing economy. digitalization has been the enabler for covering a broad range of sharable resources (technical aspect of sharing) and for operating beyond the limits of small groups and personal relationships (social aspect of sharing). this two-fold digital transition of sharing has enabled unprecedented efficiency in coordinating access to resources. it created new patterns and practices of sharing in the space between traditional sharing on one side and the formal market economy on the other side; leading to the emergence of a new class of resource allocation systems which we call the digital sharing economy (dse). we analyse the dse as a socio-economic phenomenon without referring to normative presuppositions, such as the presence of pro-social motivations for sharing. building on a comprehensive definition of the dse, we propose a theoretical framework for the dse that embraces and structures the broad variety of sharing platforms and the practices promoted by them. by separating our analysis from normative premises about sharing, we hope to contribute to an unbiased discussion of the sharing economy phenomenon and to lay the ground for differentiated assessments which refer to explicit normative frameworks such as sustainable development. the authors"
KUNGL_G_2021_SUSTAINABILITY_TRANSITION,"with the growing attention to political dimensions of sustainability transitions (sts), researchers have shown interest in theoretical frameworks from policy studies and sociology. a framework that has growing popularity is the theory of strategic action fields (saf) as developed by fligstein and mcadam (; ). this review shows ) how the integrated and holistic approach of saf theory can contribute to growing interest in st research in institutions, power, and agency; and ) how st researchers have modified and extended saf theory. based on a systematic sample of publications, the study identifies five theoretical clusters of saf theory in st research: actor relations and resources; change, emergence, and destabilization of fields; field rules; agency, framing, and coalitions; and strategic action in an interfield matrix. the potential of field theory as an analytical framework for st research is discussed and critically assessed. elsevier b.v."
KUCKERTZ_A_2020_ENTREPRENEURSHIP_AND_THE,"governments worldwide have formulated visions of a transition toward a bio-based economy (bioeconomy). these visions to move beyond the exploitation of fossil resources complement the united nation's sustainability goals such as climate change mitigation. different factors will shape and foster the successful transition to a knowledge-based bioeconomy; among those factors, entrepreneurial activity is especially promising. therefore, this study examines the enabling and transformational role of entrepreneurship by conducting a structured literature review and thematic analysis to elicit the implicit views on entrepreneurs and their ventures found in the bioeconomy literature. the review identifies three major entrepreneurial themes addressed in the literature that are included in a holistic framework comprising entrepreneurial activity on the micro level, entrepreneurial ecosystems (or clusters and innovation systems) on the meso level, and governmental vision and support on the macro level. suggestions for further research on the interface of entrepreneurship and the bioeconomy are also provided. the authors"
YUANA_SL_2020_A_DRAMATURGY_OF_CRITICAL,"transitions are processes of major change and often come with conflict. there has been limited attention for the complex and multi-dimensional nature of conflict and its relation to transformative change. to capture this complexity, we use the case of ridesharing in indonesia and the dynamics of conflict that accompany the emergence of digital innovations in mobility services. we use the notion of critical moments to be able to deepen the analysis on particular short timespans during which conflicts are particularly visible. for an in-depth understanding of these critical moments we look at the discursive enactment and mobilize dramaturgical analysis. we argue that: () multi-dimensional conflict analysis could be beneficial for transition studies; () critical moments are promising units of analysis in transition studies when analysing conflictual dynamics. () examining the dramaturgy of politics provides a useful framework and shed new light on where and how conflict in transition takes place and how it plays out. the author(s)"
LEIPPRAND_A_2020_STARTING_LOW_REACHING_HI,"in order to achieve the unfccc paris agreement goals, climate policies worldwide require considerable ratcheting-up. policy sequencing provides a framework for analysing policy process dynamics that facilitate ratcheting-up. we apply a sequencing perspective to two key eu climate and energy policies, the emissions trading scheme (ets) and the renewable energy directive (red), to comparatively test the empirical relevance of sequencing for single policies in addition to sequencing across policies, which has been the focus of sequencing theory so far and to uncover specific mechanisms. our results confirm that sequencing, based on triggering positive and controlling negative feedback, is relevant both within and across policies. policy choices that may facilitate ratcheting-up include tools to control costs, the possibility to centralise and harmonise in a multi-level governance context, options for compensation of reluctant actors, and the encouragement of learning processes. elsevier b.v."
YANG_K_2020_EXPECTATION_DYNAMICS_AND,"this paper addresses the question of how alignment dynamics between niche and regime actors shape niche acceleration. we develop a conceptual framework that focuses on the role of expectations as a necessary precondition and even as a key proxy for strategic collaboration between niche and regime actors. based on actors expectations, we conceptualise three alignment patterns of strong, medium-strong and weak alignment. we propose a % threshold of niche technology adoption for substantial niche acceleration. we explore our conceptual framework in two contrasting case studies of wind and solar power development in china between and . both cases experienced niche acceleration but followed different paths. our research findings indicate that the three proposed alignment patterns between niche and regime actors expectations can be seen as a good proxy for explaining these different paths. strong alignment between niche and regime actors expectations does go hand in hand with niche acceleration. elsevier b.v."
MURTO_P_2020_CAPTURING_THE_MICRO_LEVEL,"to date, a major portion of sustainability transition research has relied on retrospective methods to generate encompassing macro-level views of transitions. however, such methods may have considerable impacts on the insights generated in the study of intermediation, action and agency by actors on the micro-level of transitions. in this article, we compare retrospective interviews and real-time ethnography to understand how they portray micro-level transition processes and intermediation. the empirical context of our study is energy retrofitting, which we use to illustrate three structural and three process aspects that distinguish the findings from retrospective interviewing and real-time ethnography. ethnographic methods can provide significant new detail on the uncertainty and complexity of micro-level transition processes while interviews facilitate cross-case comparison and understanding of commonalities in micro-level transition intermediation processes better. the author(s)"
KIVIMAA_P_2020_INTERMEDIATING_POLICY_FOR,"the roles of intermediaries in sustainability transitions are increasingly recognised. how intermediaries advance transitions vis-a-vis public policy has, however, received little attention. thus, we create an analytical framework of intermediating policy processes, drawing from transition and policy cycle literatures. we apply this to investigate two policy processes pertaining to finland's building energy efficiency. the findings show how the central role of the ministry of the environment and high political attention have reduced the need for intermediation by external organisations in agenda setting and policy formulation. however, intermediaries external to the ministry have been vital in facilitating policy implementation. the cases show that facilitating training as an intermediary activity can be undertaken by different organisations, such as a trade union, a government agency or an education committee. based on our analysis, we argue that, when political attention on transitions is low, the need for intermediary action is likely to be higher. elsevier b.v."
EDMONDSON_DL_2020_ZERO_CARBON_HOMES_IN_THE,"understanding how policy and policy-making processes can influence the speed and direction of socio-technical change is an important, yet underexplored research agenda in the field of sustainability transitions. this paper is the first application of a novel analytical framework which conceptualises the co-evolutionary dynamics of policy mixes and socio-technical systems, by complementing the sustainability transitions and policy mix literatures with insights from policy feedback theory. our paper is an in-depth empirical case study of the zero carbon homes policy mix in the uk which sought to promote radical change in the uk house building system. our paper makes three contributions. first, it makes an empirical contribution by analysing an example of an ambitious policy strategy in the housing sector where various policy effects and feedback mechanisms led to a loss of political support for the target, eventually leading to its abandonment, and only limited change within the socio-technical system. second, our paper produces novel insights about the effects of policy mix credibility on socio-technical change, and the underlying feedback mechanisms which influence its formation and loss. finally, based on our empirical analysis we propose conceptual refinements to the co-evolutionary framework and suggest avenues for future research explaining the dynamics of feedbacks between policy mixes and socio-technical systems. from the empirical analysis a key finding is that policy mixes need to be effectively designed in order to produce positive feedback from the outset, through the creation of resources, provision of clear information and the creation of credibility, and reforming conflicting institutional supports. in the case, ineffective initial design led to uncertainty and inertia, which did not generate sufficient positive feedback to withstand adverse economic and political conditions later on, which ultimately contributed to the abandonment of the policy mix."
COLLINS_B_2020_IT_S_NOT_TALKED_ABOUT_TH,"scholars of sustainability transition have given much attention to local experiments in protected spaces where system innovations can be initiated and where learning about those innovations can occur. however, local project participants conceptions of success are often different to those of transition scholars; where scholars see a successful learning experience, participants may see a project which has failed to deliver. this research looks at two uk case studies of energy retrofit projects birmingham energy savers and warm up north, both in the uk, and the opportunities they had for learning. the findings suggest that perceptions of failure and external real world factors reducing the capacity to experiment, meant that opportunities for learning were not well capitalised upon. this research makes a contribution to the sustainability transitions literature which has been criticised for focusing predominantly on successful innovation, and not on the impact of failure. elsevier b.v."
SILAEN_M_2020_LESSONS_FROM_BALI_FOR_SMA,"being dependent on fossil fuels, indonesia faces challenges in incorporating renewables into its energy supply, which hampers to achieve the ndc target of % emission reduction. we investigate how biogas could contribute to a low-carbon transition pathway as cooking fuel, especially through the national mid-term development planning. using mixed-methods and stakeholder engagement, we conducted transdisciplinary research to advance knowledge on biogas in indonesia. we used q-methodology to explore the ambiguity around biogas developments leading us to identify three perspectives regarding value on biogas: technology, co-benefits, and independence. quantitative research using the eme model identified economic benefits of biogas, but also an increase in lpg use due to unstable feedstock availability (hence intermittent biogas production), which could cause a potential increase of national co emissions. those and other barriers including ill-adapted technology to local conditions and barriers to financing installations require sound policies to be overcome, focusing on co-benefits of biogas. the authors"
SCHERRER_A_2020_POWER_FROM_ABOVE_ASSESSI,"in this paper, we present a new method to operationalize social barriers for innovative technologies. technical feasibility and economic viability are no guarantee for the development and take-off of an innovation. we combine insights from multi-level perspective (mlp) and technological innovation systems (tis) theory to develop a framework for the identification and evaluation of actor-centred barriers. we illustrate the method through an application to catenary hybrid truck (cht) technology in germany. relevant stakeholders were identified via document research and subsequent network analysis, and then approached to fill out a survey. additional data was gathered using semi-structured interviews with key actors, and content analysis. we show how the implementation of cht may be hampered by resistance from the regime and by a lack of focused expectations and lobbying within the niche. elsevier b.v."
